,property_type,property_subtype,locality,zip_code,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state,province,ppm
14584,APARTMENT,APARTMENT,Blankenberge,8370,310750,2,78,0,False,True,True,14,False,0,0,0,False,0,West-Vlaanderen,3983.9743589744
14585,APARTMENT,APARTMENT,Blankenberge,8370,313250,2,78,0,False,True,True,6,False,0,0,0,False,0,West-Vlaanderen,4016.0256410257
14586,APARTMENT,APARTMENT,Merchtem,1785,315000,2,71,0,False,False,True,0,False,0,0,0,False,as_new,Vlaams-Brabant,4436.6197183099
14587,HOUSE,HOUSE,Binche,7130,155000,2,98,installed,False,True,True,0,False,0,60,2,False,just_renovated,Hainaut,1581.6326530612
14588,HOUSE,HOUSE,Ronse,9600,155000,3,142,semi_equipped,False,True,True,3,False,0,0,2,False,to_renovate,Oost-Vlaanderen,1091.5492957747
14589,HOUSE,HOUSE,Liege,4000,159000,4,135,usa_semi_equipped,False,False,True,16,True,80,215,2,False,to_renovate,Liège,1177.7777777778
14590,HOUSE,HOUSE,Charleroi Jumet,6040,159000,2,100,installed,False,False,True,0,False,0,211,2,False,good,Hainaut,1590
14591,HOUSE,HOUSE,Marche-en-Famenne,6900,159000,3,125,0,False,False,False,0,True,110,110,2,False,good,Luxembourg,1272
14592,HOUSE,HOUSE,Mouscron,7700,159000,2,94,installed,False,False,False,0,True,80,162,2,False,good,Hainaut,1691.4893617021
14593,HOUSE,HOUSE,Aalst,9300,159000,2,120,not_installed,False,False,False,0,False,0,40,2,False,to_renovate,Oost-Vlaanderen,1325
14594,HOUSE,HOUSE,Liege,4020,160000,4,156,installed,False,False,True,36,True,116,243,3,False,to_be_done_up,Liège,1025.641025641
14595,HOUSE,HOUSE,Seraing,4100,160000,3,90,semi_equipped,False,False,False,0,True,360,410,3,False,good,Liège,1777.7777777778
14596,HOUSE,HOUSE,Ghlin,7011,160000,4,158,0,False,False,True,23,True,134,245,3,False,good,Hainaut,1012.6582278481
14597,HOUSE,HOUSE,PÃturages,7340,160000,4,257,0,False,False,True,32,True,240,375,2,False,good,Hainaut,622.5680933852
14598,HOUSE,HOUSE,TAMINES,5060,165000,2,115,semi_equipped,False,True,True,0,False,0,393,3,False,good,Namur,1434.7826086957
14599,HOUSE,MIXED_USE_BUILDING,Lessines,7860,165000,6,187,0,False,False,False,0,True,0,232,2,False,to_renovate,Hainaut,882.3529411765
14600,HOUSE,HOUSE,Deerlijk,8540,165000,2,151,semi_equipped,False,True,True,0,True,0,442,2,False,to_be_done_up,West-Vlaanderen,1092.7152317881
14601,HOUSE,HOUSE,Saint-Nicolas,4420,167000,2,75,installed,False,False,True,10,True,47,139,2,False,good,Liège,2226.6666666667
14604,HOUSE,HOUSE,Noiseux,5377,169000,1,61,0,False,False,True,27,False,0,1859,4,False,good,Namur,2770.4918032787
14605,HOUSE,HOUSE,Liege Grivegnée,4030,169500,3,110,0,False,False,True,8,True,52,115,2,False,good,Liège,1540.9090909091
14606,HOUSE,HOUSE,Marche-en-Famenne,6900,169500,3,105,0,False,False,False,0,False,0,60,3,False,good,Luxembourg,1614.2857142857
14607,HOUSE,HOUSE,Zwijndrecht Burcht,2070,170000,2,140,0,False,False,False,0,False,0,190,2,False,to_renovate,Antwerpen,1214.2857142857
14608,HOUSE,HOUSE,Seraing,4100,170000,4,130,installed,False,False,False,0,False,0,105,2,False,good,Liège,1307.6923076923
14609,HOUSE,MIXED_USE_BUILDING,Liege (Bressoux),4020,171000,4,166,0,False,False,False,0,False,0,0,3,False,good,Liège,1030.1204819277
14610,HOUSE,HOUSE,Tienen,3300,175000,4,170,0,False,False,True,6,True,35,124,2,False,to_renovate,Vlaams-Brabant,1029.4117647059
14611,HOUSE,HOUSE,Verviers,4800,175000,3,120,installed,False,False,True,25,False,0,55,3,False,good,Liège,1458.3333333333
14612,HOUSE,HOUSE,Trooz,4870,175000,3,175,not_installed,False,True,True,60,True,240,0,3,False,0,Liège,1000
14613,HOUSE,HOUSE,Jumet,6040,175000,2,140,semi_equipped,False,False,True,0,True,300,503,3,False,good,Hainaut,1250
14614,HOUSE,HOUSE,FONTAINE-VALMONT,6567,175000,2,125,semi_equipped,False,True,False,0,False,0,3940,2,False,just_renovated,Hainaut,1400
14615,HOUSE,HOUSE,Zulte,9870,175000,4,250,0,False,True,True,0,False,0,188,0,False,to_renovate,Oost-Vlaanderen,700
14616,HOUSE,HOUSE,Ronse,9600,177000,3,118,0,False,False,True,0,True,0,444,2,False,as_new,Oost-Vlaanderen,1500
14617,APARTMENT,APARTMENT,Blankenberge,8370,315750,2,78,0,False,True,True,6,False,0,0,0,False,0,West-Vlaanderen,4048.0769230769
14618,APARTMENT,APARTMENT,Blankenberge,8370,315750,2,80,0,False,True,True,7,False,0,0,0,False,0,West-Vlaanderen,3946.875
14619,APARTMENT,APARTMENT,Blankenberge,8370,318250,2,78,0,False,True,True,6,False,0,0,0,False,0,West-Vlaanderen,4080.1282051282
14622,APARTMENT,APARTMENT,Schelle,2627,320000,3,98,hyper_equipped,False,False,True,11,False,0,0,0,False,as_new,Antwerpen,3265.306122449
14627,APARTMENT,APARTMENT,Blankenberge,8370,323250,2,83,installed,False,True,True,7,False,0,0,2,False,0,West-Vlaanderen,3894.578313253
14628,APARTMENT,APARTMENT,Merchtem,1785,325000,2,77,0,False,False,True,0,False,0,0,0,False,as_new,Vlaams-Brabant,4220.7792207792
14629,APARTMENT,APARTMENT,Blankenberge,8370,325750,2,80,installed,False,True,True,8,False,0,0,2,False,0,West-Vlaanderen,4071.875
14630,APARTMENT,APARTMENT,Blankenberge,8370,325750,2,83,installed,False,True,True,7,False,0,0,2,False,0,West-Vlaanderen,3924.6987951807
14631,APARTMENT,APARTMENT,Blankenberge,8370,328250,2,82,installed,False,True,True,8,False,0,0,2,False,0,West-Vlaanderen,4003.0487804878
14632,APARTMENT,APARTMENT,Blankenberge,8370,328250,2,83,installed,False,True,True,7,False,0,0,2,False,0,West-Vlaanderen,3954.8192771084
14633,APARTMENT,APARTMENT,Blankenberge,8370,330750,2,83,installed,False,True,True,7,False,0,0,2,False,0,West-Vlaanderen,3984.9397590362
14634,APARTMENT,APARTMENT,Blankenberge,8370,333250,2,83,installed,False,True,True,7,False,0,0,2,False,0,West-Vlaanderen,4015.0602409639
14635,APARTMENT,APARTMENT,Merchtem,1785,335000,2,84,0,False,False,True,0,False,0,0,0,False,as_new,Vlaams-Brabant,3988.0952380952
14636,APARTMENT,APARTMENT,Schelle,2627,335000,3,102,hyper_equipped,False,False,True,10,False,0,0,0,False,as_new,Antwerpen,3284.3137254902
14637,APARTMENT,APARTMENT,Blankenberge,8370,335750,2,83,installed,False,True,True,7,False,0,0,2,False,0,West-Vlaanderen,4045.1807228916
14638,APARTMENT,APARTMENT,Oostende,8400,339000,2,85,0,False,False,True,0,False,0,0,0,False,0,West-Vlaanderen,3988.2352941177
14639,APARTMENT,APARTMENT,Leuven,3000,365000,1,52,installed,False,False,False,0,False,0,0,2,False,good,Vlaams-Brabant,7019.2307692308
14640,APARTMENT,APARTMENT,De Haan,8420,369000,2,80,0,False,False,True,0,True,0,0,0,False,as_new,West-Vlaanderen,4612.5
14641,APARTMENT,APARTMENT,Lochristi,9080,379500,2,94,0,False,False,False,0,False,0,0,2,False,0,Oost-Vlaanderen,4037.2340425532
14642,APARTMENT,APARTMENT,Sint-Joost-ten-Node,1210,410000,6,217,0,False,False,False,0,False,0,0,2,False,to_renovate,Brussel,1889.400921659
14643,HOUSE,HOUSE,Brugge,8000,178000,2,102,0,False,False,False,0,True,8,99,2,False,good,West-Vlaanderen,1745.0980392157
14644,HOUSE,HOUSE,Jemeppe-sur-Meuse,4101,179000,2,111,0,False,True,True,16,True,50,0,2,False,0,Liège,1612.6126126126
14645,HOUSE,MIXED_USE_BUILDING,Verviers,4800,179000,3,158,semi_equipped,False,False,False,0,False,0,52,2,False,good,Liège,1132.9113924051
14646,HOUSE,HOUSE,Dison,4820,179000,3,114,installed,False,False,True,10,True,78,120,2,False,good,Liège,1570.1754385965
14648,HOUSE,MIXED_USE_BUILDING,Roux,6044,179000,4,241,not_installed,False,False,False,0,False,0,90,2,False,good,Hainaut,742.7385892116
14652,HOUSE,HOUSE,Ronse,9600,179000,4,152,0,False,False,True,0,True,0,229,2,False,0,Oost-Vlaanderen,1177.6315789474
14653,HOUSE,APARTMENT_BLOCK,Monceau-sur-Sambre,6031,179900,2,160,installed,False,True,False,0,False,0,0,2,False,good,Hainaut,1124.375
14654,HOUSE,HOUSE,Boussu,7301,179900,3,114,installed,False,True,True,10,True,30,105,2,False,good,Hainaut,1578.0701754386
14655,HOUSE,HOUSE,FLÉMALLE,4400,180000,2,116,0,False,True,False,0,True,53,0,2,False,0,Liège,1551.724137931
14656,HOUSE,MIXED_USE_BUILDING,Tienen,3300,184000,3,178,0,False,False,True,14,True,14,130,3,False,to_renovate,Vlaams-Brabant,1033.7078651685
14657,HOUSE,HOUSE,Seraing,4102,185000,4,133,installed,False,False,True,89,True,36,194,3,False,good,Liège,1390.977443609
14658,HOUSE,HOUSE,Beauraing Baronville,5570,185000,2,179,installed,False,False,True,0,False,0,121,4,False,good,Namur,1033.5195530726
14659,HOUSE,HOUSE,Beauraing Baronville,5570,185000,3,172,installed,False,False,True,0,False,0,81,4,False,good,Namur,1075.5813953488
14660,HOUSE,HOUSE,Couillet,6010,185000,3,150,installed,False,False,True,20,False,0,120,2,False,as_new,Hainaut,1233.3333333333
14661,HOUSE,HOUSE,LA BOUVERIE,7080,185000,4,137,usa_installed,False,True,True,30,True,210,250,3,False,just_renovated,Hainaut,1350.3649635037
14662,HOUSE,HOUSE,La Louvière Haine-Saint-Pierre,7100,185000,3,110,installed,False,False,True,0,False,0,162,2,False,good,Hainaut,1681.8181818182
14663,HOUSE,HOUSE,La Louvière Houdeng-Goegnies,7110,185000,4,174,installed,False,False,True,0,False,0,190,2,False,good,Hainaut,1063.2183908046
14664,HOUSE,APARTMENT_BLOCK,Flemalle,4400,187000,4,158,not_installed,False,False,False,0,True,400,481,2,False,good,Liège,1183.5443037975
14665,HOUSE,HOUSE,Roosdaal,1761,189000,2,100,not_installed,False,False,False,0,False,0,197,3,False,to_be_done_up,Vlaams-Brabant,1890
14666,HOUSE,HOUSE,GRIVEGNEE,4030,189000,3,120,not_installed,False,True,False,0,True,20,0,2,False,0,Liège,1575
14667,HOUSE,HOUSE,Ransart,6043,189000,4,212,installed,False,False,True,0,False,0,585,2,False,to_be_done_up,Hainaut,891.5094339623
14668,HOUSE,HOUSE,Montigny-le-Tilleul-Landelies,6111,189000,2,150,installed,False,False,True,0,False,0,0,2,False,as_new,Hainaut,1260
14671,HOUSE,HOUSE,Houdeng-Aimeries,7110,189000,3,134,installed,True,False,True,50,True,300,395,2,False,good,Hainaut,1410.447761194
14672,APARTMENT,APARTMENT,Knokke-Heist,8300,429000,1,58,0,False,False,False,0,False,0,0,2,False,0,West-Vlaanderen,7396.5517241379
14673,APARTMENT,APARTMENT,Lochristi,9080,435900,2,102,0,False,False,False,0,False,0,0,2,False,0,Oost-Vlaanderen,4273.5294117647
14675,APARTMENT,APARTMENT,Knokke-Heist,8300,460000,2,80,0,False,False,False,0,False,0,0,2,False,0,West-Vlaanderen,5750
14676,APARTMENT,APARTMENT,Forest,1190,475000,3,161,hyper_equipped,False,False,True,10,True,62,0,2,False,0,Brussel,2950.3105590062
14677,APARTMENT,APARTMENT,Heist-aan-Zee,8301,475000,3,96,0,False,False,True,0,False,0,0,2,False,0,West-Vlaanderen,4947.9166666667
14678,APARTMENT,APARTMENT,Deerlijk,8540,505083,3,112,0,False,False,True,35,False,0,0,4,False,0,West-Vlaanderen,4509.6696428572
14679,APARTMENT,APARTMENT,Kortrijk,8500,525000,3,177,0,False,False,False,0,False,0,0,0,False,to_be_done_up,West-Vlaanderen,2966.1016949153
14680,APARTMENT,APARTMENT,Tournai,7500,555000,3,240,hyper_equipped,False,False,True,120,False,0,0,2,False,as_new,Hainaut,2312.5
14681,APARTMENT,APARTMENT,Gent,9000,645700,3,116,0,False,False,True,14,True,80,0,0,False,0,Oost-Vlaanderen,5566.3793103448
14682,APARTMENT,APARTMENT,Knokke,8300,695000,2,75,0,False,False,False,0,False,0,0,0,False,0,West-Vlaanderen,9266.6666666667
14683,APARTMENT,APARTMENT,Knokke-Heist,8300,795000,2,72,0,False,False,False,0,True,0,0,2,False,0,West-Vlaanderen,11041.6666666667
14684,APARTMENT,APARTMENT,St-Denijs-Westrem,9051,1381500,2,186,hyper_equipped,False,False,True,56,False,0,0,4,False,as_new,Oost-Vlaanderen,7427.4193548387
14685,APARTMENT,APARTMENT,St-Denijs-Westrem,9051,1685000,2,220,hyper_equipped,False,False,True,96,False,0,0,4,False,as_new,Oost-Vlaanderen,7659.0909090909
14686,APARTMENT,APARTMENT,Wevelgem,8560,197500,1,54,0,False,False,True,22,False,0,0,0,False,good,West-Vlaanderen,3657.4074074074
14687,APARTMENT,APARTMENT,Wevelgem,8560,227500,2,76,0,False,False,True,10,False,0,0,0,False,good,West-Vlaanderen,2993.4210526316
14688,APARTMENT,APARTMENT,Wevelgem,8560,247500,2,71,0,False,False,True,26,False,0,0,0,False,good,West-Vlaanderen,3485.9154929578
14689,APARTMENT,FLAT_STUDIO,Liège,4000,119000,0,32,0,False,False,True,0,False,0,0,2,False,good,Liège,3718.75
14690,APARTMENT,APARTMENT,Liège,4000,175000,2,65,0,False,False,True,0,False,0,0,2,False,good,Liège,2692.3076923077
14691,APARTMENT,APARTMENT,Turnhout,2300,209000,3,95,0,False,False,False,0,False,0,0,0,False,good,Antwerpen,2200
14692,APARTMENT,APARTMENT,Mol,2400,218000,2,85,0,False,False,True,0,False,0,0,0,False,good,Antwerpen,2564.705882353
14693,APARTMENT,APARTMENT,Dendermonde Baasrode,9200,219000,1,80,hyper_equipped,True,False,True,20,False,0,0,0,False,as_new,Oost-Vlaanderen,2737.5
14694,APARTMENT,APARTMENT,Mol,2400,225000,1,50,0,False,False,False,0,False,0,0,0,False,just_renovated,Antwerpen,4500
14695,HOUSE,HOUSE,Liège,4000,189500,2,111,semi_equipped,False,False,True,0,True,70,140,2,False,good,Liège,1707.2072072072
14696,HOUSE,HOUSE,Seraing,4100,189900,3,130,not_installed,False,False,True,28,True,100,180,2,False,just_renovated,Liège,1460.7692307692
14697,HOUSE,HOUSE,Flemalle,4400,190000,2,95,hyper_equipped,False,False,True,23,True,80,414,2,False,just_renovated,Liège,2000
14698,HOUSE,HOUSE,Binche,7130,190000,3,150,installed,False,True,True,0,False,0,117,2,False,just_renovated,Hainaut,1266.6666666667
14699,HOUSE,HOUSE,Waudrez,7131,190000,2,146,installed,False,True,True,40,True,430,536,2,False,just_renovated,Hainaut,1301.3698630137
14700,HOUSE,HOUSE,Ogy,7862,190000,3,190,0,False,True,True,0,False,0,280,2,False,0,Hainaut,1000
14701,HOUSE,HOUSE,Pepinster Wegnez,4860,195000,3,136,installed,False,False,True,12,True,50,140,2,False,as_new,Liège,1433.8235294118
14702,HOUSE,HOUSE,GRAND-RENG,6560,195000,3,185,installed,False,True,True,0,False,0,530,3,False,good,Hainaut,1054.0540540541
14703,HOUSE,HOUSE,Ronse,9600,195000,5,155,0,False,False,True,0,True,0,225,2,False,0,Oost-Vlaanderen,1258.064516129
14704,HOUSE,HOUSE,Vezin,5300,195500,3,121,installed,False,False,False,0,True,418,478,3,False,to_be_done_up,Namur,1615.7024793389
14705,HOUSE,HOUSE,Bever,1547,199000,4,160,usa_installed,False,False,False,0,False,0,114,3,False,to_be_done_up,Vlaams-Brabant,1243.75
14706,HOUSE,HOUSE,Seraing,4101,199000,4,100,installed,False,False,True,50,True,100,295,3,False,good,Liège,1990
14707,HOUSE,HOUSE,Verviers,4800,199000,5,174,0,False,False,True,38,True,33,160,2,False,good,Liège,1143.6781609195
14708,HOUSE,APARTMENT_BLOCK,Pepinster,4860,199000,4,265,0,False,False,True,23,True,26,145,2,False,to_renovate,Liège,750.9433962264
14710,HOUSE,HOUSE,LEIGNON,5590,199000,3,102,installed,False,True,True,19,False,0,129,3,False,0,Namur,1950.9803921569
14712,HOUSE,HOUSE,Marche-en-Famenne,6900,199000,3,118,0,False,False,True,0,True,310,377,2,False,good,Luxembourg,1686.4406779661
14713,HOUSE,HOUSE,BARVAUX,6940,199000,2,77,0,False,True,False,0,True,0,978,0,False,0,Luxembourg,2584.4155844156
14714,HOUSE,HOUSE,Loppem,8210,199000,3,136,installed,False,False,False,0,True,0,112,2,False,good,West-Vlaanderen,1463.2352941177
14715,HOUSE,APARTMENT_BLOCK,Pepinster,4860,199500,5,289,semi_equipped,False,False,False,0,False,0,128,3,False,to_be_done_up,Liège,690.3114186851
14716,HOUSE,HOUSE,Anderlues,6150,200000,4,268,installed,False,True,True,0,False,0,297,3,False,good,Hainaut,746.2686567164
14717,HOUSE,HOUSE,Buvrinnes,7133,200000,4,151,installed,False,True,True,0,False,0,140,2,False,just_renovated,Hainaut,1324.5033112583
14718,HOUSE,HOUSE,Dison,4820,207500,3,196,installed,False,False,True,14,True,70,245,2,False,good,Liège,1058.6734693878
14719,HOUSE,HOUSE,Liege,4030,209000,4,161,installed,False,False,True,9,True,70,145,2,False,good,Liège,1298.1366459627
14721,HOUSE,HOUSE,Marche-en-Famenne,6900,209000,4,169,0,False,False,True,35,True,1807,1983,3,False,good,Luxembourg,1236.6863905326
14722,HOUSE,VILLA,La Louvière Haine-Saint-Pierre,7100,209000,2,110,installed,False,False,True,50,True,400,456,4,False,to_be_done_up,Hainaut,1900
14723,HOUSE,HOUSE,Namur,5000,210000,3,130,not_installed,False,True,True,7,True,106,0,2,False,to_renovate,Namur,1615.3846153846
14724,APARTMENT,DUPLEX,Balen,2490,239000,3,110,0,False,False,False,0,False,0,0,0,False,good,Antwerpen,2172.7272727273
14725,APARTMENT,APARTMENT,Oudenaarde,9700,275000,3,130,0,False,False,True,10,False,0,0,2,False,as_new,Oost-Vlaanderen,2115.3846153846
14726,APARTMENT,DUPLEX,Mol,2400,309000,3,210,0,False,False,True,11,False,0,0,0,False,good,Antwerpen,1471.4285714286
14727,APARTMENT,APARTMENT,Tournai,7500,475000,2,115,0,False,True,True,0,False,0,0,0,False,0,Hainaut,4130.4347826087
14728,APARTMENT,APARTMENT,Wetteren,9230,255000,2,79,0,False,False,False,0,False,0,0,0,False,good,Oost-Vlaanderen,3227.8481012658
14729,APARTMENT,APARTMENT,Mont-sur-Marchienne,6032,110000,1,50,0,False,False,True,3,False,0,0,2,False,0,Hainaut,2200
14730,APARTMENT,APARTMENT,Kuurne,8520,120000,2,134,0,False,False,False,0,False,0,0,0,False,good,West-Vlaanderen,895.5223880597
14731,APARTMENT,APARTMENT,Paliseul,6850,139000,1,77,installed,False,False,True,0,False,0,0,0,False,as_new,Luxembourg,1805.1948051948
14732,APARTMENT,FLAT_STUDIO,Bruxelles,1000,149000,0,35,0,True,False,True,6,False,0,0,0,False,good,Brussel,4257.1428571429
14733,APARTMENT,APARTMENT,Anderlues,6150,149000,3,120,installed,False,False,True,8,True,15,0,4,False,0,Hainaut,1241.6666666667
14734,APARTMENT,APARTMENT,Paliseul,6850,154000,2,85,installed,False,False,True,0,False,0,0,0,False,as_new,Luxembourg,1811.7647058824
14735,APARTMENT,KOT,Antwerp,2060,163000,0,20,0,True,False,False,0,False,0,0,0,False,good,Antwerpen,8150
14736,APARTMENT,APARTMENT,Charleroi,6000,174000,2,98,installed,False,False,True,18,False,0,0,2,False,0,Hainaut,1775.5102040816
14737,APARTMENT,APARTMENT,Liège,4020,174018,2,72,0,False,False,True,4,False,0,0,0,False,0,Liège,2416.9166666667
14738,APARTMENT,APARTMENT,Farciennes,6240,189000,1,80,semi_equipped,False,True,True,0,False,0,0,2,False,0,Hainaut,2362.5
14739,APARTMENT,APARTMENT,Knokke-Heist,8300,195000,1,30,0,False,False,False,0,True,0,0,2,False,0,West-Vlaanderen,6500
14740,APARTMENT,APARTMENT,Roeselare,8800,198080,1,76,0,False,False,False,0,False,0,0,2,False,0,West-Vlaanderen,2606.3157894737
14741,APARTMENT,APARTMENT,Ellezelles,7890,199000,1,58,0,False,False,False,0,True,3000,0,4,False,0,Hainaut,3431.0344827586
14742,APARTMENT,APARTMENT,Beveren,8800,205000,1,62,0,False,False,True,32,True,0,0,0,False,0,West-Vlaanderen,3306.4516129032
14743,APARTMENT,APARTMENT,Bornem,2880,215000,1,62,0,False,False,True,0,False,0,0,0,False,0,Antwerpen,3467.7419354839
14744,APARTMENT,APARTMENT,Ellezelles,7890,215000,1,60,0,False,False,True,0,True,3000,0,4,False,0,Hainaut,3583.3333333333
14745,APARTMENT,APARTMENT,Ellezelles,7890,217000,1,59,0,False,False,True,0,True,3000,0,4,False,0,Hainaut,3677.9661016949
14746,APARTMENT,APARTMENT,Puurs-Sint-Amands,2870,219000,2,100,0,False,False,True,0,False,0,0,0,False,as_new,Antwerpen,2190
14747,APARTMENT,APARTMENT,Izegem,8870,225000,2,92,0,False,False,False,0,False,0,0,0,False,0,West-Vlaanderen,2445.6521739131
14748,APARTMENT,APARTMENT,Ellezelles,7890,229000,1,67,0,False,False,True,17,True,3000,0,4,False,0,Hainaut,3417.9104477612
14749,APARTMENT,APARTMENT,Uccle,1180,230000,2,70,installed,False,False,True,12,False,0,0,2,False,0,Brussel,3285.7142857143
14750,HOUSE,HOUSE,Roy,6900,210000,4,110,semi_equipped,False,False,True,19,True,5154,5154,4,False,good,Luxembourg,1909.0909090909
14751,HOUSE,HOUSE,Herstal,4040,215000,3,187,installed,False,False,True,0,True,90,180,3,False,to_be_done_up,Liège,1149.7326203209
14752,HOUSE,VILLA,Sambreville,5060,215000,3,196,installed,False,True,False,0,True,0,322,4,False,just_renovated,Namur,1096.9387755102
14753,HOUSE,BUNGALOW,Somme-Leuze Hogne,5377,215000,3,100,semi_equipped,False,False,True,0,True,1700,1801,4,False,just_renovated,Namur,2150
14754,HOUSE,HOUSE,Saint-Hubert,6870,215000,4,126,semi_equipped,False,False,True,0,True,400,454,3,False,good,Luxembourg,1706.3492063492
14755,HOUSE,HOUSE,HAVAY,7041,215000,4,200,installed,False,True,False,0,False,0,408,2,False,good,Hainaut,1075
14756,HOUSE,HOUSE,Hamme,9220,215000,6,296,0,False,False,True,0,False,0,511,2,False,to_renovate,Oost-Vlaanderen,726.3513513514
14757,HOUSE,HOUSE,Liege,4020,219000,5,146,hyper_equipped,False,False,True,15,False,0,83,2,False,as_new,Liège,1500
14758,HOUSE,HOUSE,Herstal,4040,219000,4,171,0,False,False,True,30,True,541,706,3,False,good,Liège,1280.701754386
14759,HOUSE,APARTMENT_BLOCK,Seraing,4102,219000,5,109,semi_equipped,False,False,True,72,True,35,210,2,False,good,Liège,2009.1743119266
14760,HOUSE,HOUSE,Geraardsbergen,9500,219000,4,128,semi_equipped,False,False,True,18,True,35,110,2,False,just_renovated,Oost-Vlaanderen,1710.9375
14761,HOUSE,HOUSE,Tubize,1480,220000,2,122,installed,False,False,True,0,True,276,347,2,False,good,Brabant wallon,1803.2786885246
14762,HOUSE,HOUSE,Niel,2845,220000,2,128,installed,False,False,False,0,False,0,68,2,False,just_renovated,Antwerpen,1718.75
14763,HOUSE,HOUSE,Liege,4020,220000,4,130,0,False,False,True,19,False,0,86,2,False,good,Liège,1692.3076923077
14764,HOUSE,HOUSE,Anderlues,6150,220000,3,316,installed,False,True,True,25,True,25,240,3,False,to_be_done_up,Hainaut,696.2025316456
14765,HOUSE,HOUSE,Tollembeek,1570,225000,2,205,0,False,True,False,0,False,0,599,4,False,0,Vlaams-Brabant,1097.5609756098
14766,HOUSE,APARTMENT_BLOCK,Liege,4000,225000,5,167,0,True,False,True,15,True,65,171,3,False,to_renovate,Liège,1347.3053892216
14767,HOUSE,HOUSE,Liege,4000,225000,3,112,0,False,False,True,0,False,0,424,3,False,to_be_done_up,Liège,2008.9285714286
14768,HOUSE,COUNTRY_COTTAGE,Sprimont,4140,225000,3,156,not_installed,False,False,False,0,False,0,520,3,False,to_renovate,Liège,1442.3076923077
14769,HOUSE,HOUSE,La Louviere,7110,225000,3,150,installed,False,False,True,21,False,0,311,2,False,good,Hainaut,1500
14772,HOUSE,HOUSE,Aspelare,9404,225000,2,129,not_installed,False,True,False,0,False,0,6344,4,False,to_renovate,Oost-Vlaanderen,1744.1860465116
14773,HOUSE,HOUSE,Liege,4032,226000,2,100,installed,False,False,True,40,True,116,228,3,False,good,Liège,2260
14774,HOUSE,HOUSE,Seraing,4100,229000,3,115,semi_equipped,False,False,True,20,True,210,296,3,False,to_renovate,Liège,1991.3043478261
14775,HOUSE,HOUSE,Seraing,4101,229000,3,90,installed,False,False,True,20,True,95,150,2,False,just_renovated,Liège,2544.4444444445
14776,HOUSE,MANSION,Ans,4430,229000,3,166,semi_equipped,False,False,True,15,True,350,460,2,False,to_be_done_up,Liège,1379.5180722892
14777,HOUSE,HOUSE,Goé,4834,229000,3,144,installed,False,False,True,29,True,164,221,3,False,good,Liège,1590.2777777778
14778,HOUSE,HOUSE,Rochefort,5580,229000,3,147,0,False,False,True,60,True,641,824,3,False,good,Namur,1557.8231292517
14779,HOUSE,HOUSE,Charleroi Gosselies,6041,229000,4,170,installed,False,False,True,0,False,0,140,2,False,as_new,Hainaut,1347.0588235294
14780,APARTMENT,DUPLEX,Ciney,5590,240000,2,162,0,False,False,False,0,False,0,0,3,False,good,Namur,1481.4814814815
14781,APARTMENT,APARTMENT,Roux,6044,248000,2,88,hyper_equipped,False,False,True,40,True,40,0,3,False,just_renovated,Hainaut,2818.1818181818
14782,APARTMENT,APARTMENT,Tubize,1480,249000,2,70,0,False,False,False,0,False,0,0,2,False,as_new,Brabant wallon,3557.1428571429
14783,APARTMENT,APARTMENT,Halle,1500,252000,1,73,0,False,False,True,6,False,0,0,0,False,good,Vlaams-Brabant,3452.0547945206
14784,APARTMENT,APARTMENT,Evere,1140,255000,2,75,hyper_equipped,True,False,True,12,False,0,0,0,False,good,Brussel,3400
14785,APARTMENT,APARTMENT,Staden,8840,255744,2,9472,installed,False,False,True,9,False,0,0,2,False,0,West-Vlaanderen,27
14786,APARTMENT,APARTMENT,Izegem,8870,259000,2,99,0,False,False,True,17,False,0,0,0,False,0,West-Vlaanderen,2616.1616161616
14789,APARTMENT,APARTMENT,Halle,1500,266000,2,82,0,False,False,True,6,False,0,0,0,False,good,Vlaams-Brabant,3243.9024390244
14790,APARTMENT,APARTMENT,Ellezelles,7890,269000,2,77,0,False,False,True,17,True,3000,0,4,False,0,Hainaut,3493.5064935065
14791,APARTMENT,APARTMENT,Dendermonde,9200,279000,2,91,0,False,False,True,31,True,0,0,0,False,0,Oost-Vlaanderen,3065.9340659341
14793,APARTMENT,APARTMENT,Bornem,2880,288000,1,86,0,False,False,True,0,False,0,0,0,False,0,Antwerpen,3348.8372093023
14794,APARTMENT,APARTMENT,Ellezelles,7890,289000,2,78,0,False,False,True,0,True,3000,0,4,False,0,Hainaut,3705.1282051282
14796,APARTMENT,APARTMENT,Beveren,9120,289000,2,86,0,False,False,True,0,True,0,0,0,False,0,Oost-Vlaanderen,3360.4651162791
14797,APARTMENT,APARTMENT,Dendermonde,9200,289000,2,91,0,False,False,True,61,True,0,0,0,False,0,Oost-Vlaanderen,3175.8241758242
14799,APARTMENT,APARTMENT,Buggenhout,9255,289000,2,93,0,False,False,True,0,True,0,0,0,False,0,Oost-Vlaanderen,3107.5268817204
14800,APARTMENT,APARTMENT,Aarschot,3200,290000,2,92,0,False,False,True,19,False,0,0,0,False,as_new,Vlaams-Brabant,3152.1739130435
14801,APARTMENT,APARTMENT,Lochristi,9080,294900,1,68,0,False,False,False,0,False,0,0,2,False,0,Oost-Vlaanderen,4336.7647058824
