,property_type,property_subtype,locality,zip_code,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state,province,ppm
3157,APARTMENT,APARTMENT,Waregem,8790,595000,2,163,0,False,True,True,0,False,0,0,2,False,0,West-Vlaanderen,3650.3067484663
3158,APARTMENT,APARTMENT,Antwerp,2018,599000,4,170,0,False,False,True,0,False,0,0,0,False,0,Antwerpen,3523.5294117647
3159,APARTMENT,APARTMENT,Knokke-Heist,8300,669000,3,94,usa_hyper_equipped,False,False,True,0,False,0,0,2,False,as_new,West-Vlaanderen,7117.0212765958
3160,APARTMENT,LOFT,Antwerpen,2000,695000,2,220,installed,False,False,False,0,True,150,0,2,False,just_renovated,Antwerpen,3159.0909090909
3161,APARTMENT,APARTMENT,Woluwe-Saint-Pierre,1150,700000,3,162,0,False,False,True,9,False,0,0,0,False,to_be_done_up,Brussel,4320.987654321
3162,APARTMENT,DUPLEX,Antwerp,2000,734000,1,179,0,False,False,True,0,False,0,0,0,False,as_new,Antwerpen,4100.5586592179
3163,APARTMENT,APARTMENT,Ixelles,1050,895000,4,259,hyper_equipped,False,True,True,20,True,95,0,2,False,0,Brussel,3455.5984555985
3164,APARTMENT,APARTMENT,Ixelles,1050,985000,3,280,hyper_equipped,False,True,True,5,False,0,0,2,False,good,Brussel,3517.8571428572
3165,HOUSE,VILLA,Ramillies,1367,300000,3,150,installed,False,False,True,18,False,0,1241,4,False,good,Brabant wallon,2000
3166,HOUSE,HOUSE,Martelange,6630,300000,7,297,installed,False,True,False,0,True,50,183,3,False,good,Luxembourg,1010.101010101
3167,HOUSE,HOUSE,Waterloo,1410,315000,3,120,installed,False,False,True,0,True,100,276,2,False,good,Brabant wallon,2625
3168,HOUSE,HOUSE,Dilbeek Sint-Martens-Bodegem,1700,315000,3,115,not_installed,False,False,True,0,True,515,597,3,False,to_renovate,Vlaams-Brabant,2739.1304347826
3169,HOUSE,HOUSE,POTTES,7760,315000,2,240,semi_equipped,False,True,False,0,True,0,1550,4,False,good,Hainaut,1312.5
3170,HOUSE,HOUSE,Kortrijk,8500,315000,2,124,semi_equipped,False,False,True,0,True,200,504,4,False,to_be_done_up,West-Vlaanderen,2540.3225806452
3171,HOUSE,HOUSE,Antwerp,2020,319000,3,138,hyper_equipped,False,False,True,20,True,10,75,2,False,as_new,Antwerpen,2311.5942028986
3174,HOUSE,HOUSE,FANZEL,6997,320000,4,220,0,False,True,False,0,True,0,534,3,False,0,Luxembourg,1454.5454545455
3175,HOUSE,HOUSE,Villers-la-Ville,1495,325000,4,188,usa_hyper_equipped,False,False,True,10,True,136,212,2,False,as_new,Brabant wallon,1728.7234042553
3176,HOUSE,HOUSE,Meise,1861,325000,4,169,semi_equipped,False,True,True,0,True,0,183,3,False,good,Vlaams-Brabant,1923.0769230769
3179,HOUSE,HOUSE,Hemiksem,2620,329000,2,150,installed,False,True,True,20,False,0,363,2,False,good,Antwerpen,2193.3333333333
3180,HOUSE,HOUSE,Virton,6760,329000,4,256,installed,False,True,False,0,True,0,2685,4,False,good,Luxembourg,1285.15625
3181,HOUSE,HOUSE,Wetteren,9230,329000,3,167,0,False,True,False,0,False,0,275,3,False,good,Oost-Vlaanderen,1970.0598802395
3182,HOUSE,TOWN_HOUSE,Aalst,9300,329000,3,202,usa_hyper_equipped,False,False,True,0,False,0,270,2,False,as_new,Oost-Vlaanderen,1628.7128712871
3183,HOUSE,MANSION,Verviers,4800,330000,5,197,not_installed,False,True,False,0,False,0,210,2,False,to_renovate,Liège,1675.1269035533
3184,HOUSE,HOUSE,Paliseul Opont,6852,330000,6,350,0,False,False,True,12,True,20,684,4,False,good,Luxembourg,942.8571428571
3185,HOUSE,HOUSE,VRASENE,9120,339000,3,124,installed,False,True,True,20,True,60,119,2,False,good,Oost-Vlaanderen,2733.8709677419
3186,HOUSE,HOUSE,Wavre,1300,345000,2,130,usa_hyper_equipped,False,False,True,20,True,255,522,3,False,good,Brabant wallon,2653.8461538462
3187,HOUSE,HOUSE,Braine-l'Alleud,1420,345000,4,160,installed,False,True,True,11,False,0,335,3,False,good,Brabant wallon,2156.25
3188,HOUSE,HOUSE,SCHAFFEN,3290,345000,3,137,semi_equipped,False,True,True,0,True,0,1591,4,False,to_renovate,Vlaams-Brabant,2518.2481751825
3189,HOUSE,HOUSE,Dendermonde,9200,345000,3,156,installed,False,True,False,0,True,0,0,2,False,just_renovated,Oost-Vlaanderen,2211.5384615385
3190,HOUSE,HOUSE,Rijkevorsel,2310,349000,3,218,0,False,False,False,0,False,0,374,4,False,good,Antwerpen,1600.9174311927
3191,HOUSE,HOUSE,Rumst,2840,349000,5,171,0,False,True,False,0,True,162,290,2,False,to_be_done_up,Antwerpen,2040.9356725146
3192,HOUSE,HOUSE,BREENDONK,2870,349000,3,236,semi_equipped,False,True,True,0,False,0,331,3,False,good,Antwerpen,1478.813559322
3193,HOUSE,HOUSE,LIEGE,4000,349000,3,135,installed,False,True,True,26,True,70,155,3,False,good,Liège,2585.1851851852
3194,APARTMENT,DUPLEX,Wijnegem,2110,1226780,2,216,0,False,False,True,11,False,0,0,3,False,as_new,Antwerpen,5679.537037037
3195,APARTMENT,APARTMENT,Knokke-Heist,8300,1475000,2,95,0,False,False,True,0,False,0,0,4,False,as_new,West-Vlaanderen,15526.3157894737
3196,APARTMENT,APARTMENT,Knokke-Heist,8300,2950000,2,150,0,False,False,True,0,False,0,0,2,False,as_new,West-Vlaanderen,19666.6666666667
3197,APARTMENT,GROUND_FLOOR,Izegem,8870,199000,1,65,hyper_equipped,False,False,True,9,False,0,0,0,False,as_new,West-Vlaanderen,3061.5384615385
3198,APARTMENT,APARTMENT,Jette,1090,269000,1,82,usa_hyper_equipped,False,True,True,4,False,0,0,4,False,0,Brussel,3280.4878048781
3199,APARTMENT,APARTMENT,Jette,1090,289500,2,92,usa_hyper_equipped,False,True,True,4,True,0,0,4,False,0,Brussel,3146.7391304348
3200,APARTMENT,APARTMENT,Jette,1090,319500,3,106,usa_hyper_equipped,False,True,True,4,False,0,0,4,False,0,Brussel,3014.1509433962
3201,APARTMENT,APARTMENT,Deinze,9800,215000,1,54,hyper_equipped,False,False,True,10,False,0,0,0,False,as_new,Oost-Vlaanderen,3981.4814814815
3202,APARTMENT,APARTMENT,Uccle,1180,235000,1,75,installed,False,False,True,5,False,0,0,2,False,good,Brussel,3133.3333333333
3203,APARTMENT,APARTMENT,Dilbeek,1700,275000,2,105,semi_equipped,False,True,True,6,False,0,0,4,False,good,Vlaams-Brabant,2619.0476190476
3204,APARTMENT,APARTMENT,Torhout,8820,160000,1,70,installed,False,False,True,12,False,0,0,0,False,good,West-Vlaanderen,2285.7142857143
3205,APARTMENT,APARTMENT,Turnhout,2300,346800,2,106,installed,False,True,True,9,False,0,0,0,False,0,Antwerpen,3271.6981132076
3207,APARTMENT,DUPLEX,De Haan,8420,485000,3,144,hyper_equipped,False,False,False,0,False,0,0,0,False,as_new,West-Vlaanderen,3368.0555555556
3208,APARTMENT,APARTMENT,Charleroi,6000,99000,2,87,semi_equipped,False,False,False,0,False,0,0,2,False,good,Hainaut,1137.9310344828
3209,APARTMENT,APARTMENT,Evere,1140,245000,2,84,installed,False,False,False,0,False,0,0,2,False,as_new,Brussel,2916.6666666667
3210,APARTMENT,DUPLEX,Leuven Heverlee,3001,298000,2,110,installed,False,False,True,5,False,0,0,2,False,good,Vlaams-Brabant,2709.0909090909
3211,APARTMENT,APARTMENT,Ronse,9600,325000,4,280,semi_equipped,False,False,True,30,True,100,0,3,False,good,Oost-Vlaanderen,1160.7142857143
3213,APARTMENT,LOFT,Bruxelles,1000,499000,2,160,usa_hyper_equipped,False,False,True,25,False,0,0,3,False,as_new,Brussel,3118.75
3214,APARTMENT,DUPLEX,Ixelles,1050,570000,2,135,hyper_equipped,False,False,False,0,False,0,0,2,False,as_new,Brussel,4222.2222222222
3215,APARTMENT,FLAT_STUDIO,NAMÊCHE,5300,86000,0,40,semi_equipped,False,True,True,0,False,0,0,0,False,to_be_done_up,Namur,2150
3217,APARTMENT,PENTHOUSE,BEVEREN,9120,315000,2,95,installed,False,True,False,0,False,0,0,2,False,0,Oost-Vlaanderen,3315.7894736842
3218,APARTMENT,APARTMENT,Torhout,8820,159000,2,86,installed,False,False,False,0,False,0,0,0,False,good,West-Vlaanderen,1848.8372093023
3219,APARTMENT,APARTMENT,Ixelles,1050,575000,3,93,installed,False,False,True,15,False,0,0,2,False,good,Brussel,6182.7956989247
3220,APARTMENT,APARTMENT,Uccle,1180,599000,3,180,hyper_equipped,False,False,True,15,False,0,0,2,False,just_renovated,Brussel,3327.7777777778
3222,APARTMENT,APARTMENT,Bruxelles ville,1000,1850000,4,525,hyper_equipped,False,True,True,45,False,0,0,3,False,good,Brussel,3523.8095238095
3223,APARTMENT,FLAT_STUDIO,Liege,4020,69000,1,37,0,False,False,False,0,False,0,0,2,False,to_be_done_up,Liège,1864.8648648649
3224,HOUSE,HOUSE,Zedelgem,8210,349000,3,143,installed,False,False,False,0,False,0,435,4,False,good,West-Vlaanderen,2440.5594405595
3225,HOUSE,HOUSE,Oostakker,9041,349000,2,80,installed,False,True,False,0,True,0,280,3,False,just_renovated,Oost-Vlaanderen,4362.5
3226,HOUSE,HOUSE,Erpe-Mere,9420,349000,3,130,hyper_equipped,False,False,True,130,True,220,577,3,False,as_new,Oost-Vlaanderen,2684.6153846154
3227,HOUSE,VILLA,Ramillies Autre-Eglise,1367,350000,3,200,hyper_equipped,False,False,True,23,False,0,2779,4,False,as_new,Brabant wallon,1750
3228,HOUSE,VILLA,Ramillies,1367,350000,4,170,installed,False,False,True,0,False,0,2414,4,False,as_new,Brabant wallon,2058.8235294118
3229,HOUSE,HOUSE,SINT-KATHERINA-LOMBEEK,1742,350000,6,440,installed,False,True,True,0,False,0,355,3,False,good,Vlaams-Brabant,795.4545454545
3230,HOUSE,MIXED_USE_BUILDING,Dinant,5500,350000,6,356,hyper_equipped,False,False,False,0,False,0,356,2,False,to_be_done_up,Namur,983.1460674157
3231,HOUSE,HOUSE,PETITVOIR,6840,350000,7,290,semi_equipped,False,True,False,0,False,0,18662,3,False,good,Luxembourg,1206.8965517241
3232,HOUSE,HOUSE,Schoten,2900,355000,3,110,usa_installed,False,True,True,11,True,19,98,2,False,just_renovated,Antwerpen,3227.2727272727
3235,HOUSE,HOUSE,Liège,4000,360000,5,300,not_installed,False,True,True,20,False,0,0,2,False,to_renovate,Liège,1200
3236,HOUSE,HOUSE,BAILLAMONT,5555,360000,3,134,installed,False,True,True,93,False,0,2715,4,False,as_new,Namur,2686.5671641791
3239,HOUSE,HOUSE,Messancy,6780,365000,5,315,usa_hyper_equipped,False,True,True,87,False,0,288,4,False,good,Luxembourg,1158.7301587302
3240,HOUSE,HOUSE,Durbuy,6940,365000,3,119,installed,False,False,True,0,False,0,1000,4,False,as_new,Luxembourg,3067.2268907563
3241,HOUSE,HOUSE,Braine-l'Alleud,1420,369000,3,123,semi_equipped,False,True,True,13,True,60,145,2,False,good,Brabant wallon,3000
3242,HOUSE,HOUSE,Schelle,2627,369000,3,141,hyper_equipped,False,True,True,25,False,0,0,3,False,good,Antwerpen,2617.0212765958
3243,HOUSE,HOUSE,Mussy-la-Ville,6750,370000,4,175,installed,False,False,True,130,True,970,1715,4,False,good,Luxembourg,2114.2857142857
3244,HOUSE,HOUSE,Braine-le-ChÃteau,1440,375000,3,142,installed,False,False,True,25,True,250,563,2,False,good,Brabant wallon,2640.8450704225
3245,HOUSE,HOUSE,Pepingen,1670,375000,3,124,semi_equipped,False,True,True,0,False,0,792,4,False,to_be_done_up,Vlaams-Brabant,3024.1935483871
3246,HOUSE,HOUSE,Vlimmeren,2340,375000,3,403,0,False,False,False,0,False,0,1450,4,False,to_renovate,Antwerpen,930.5210918114
3247,HOUSE,HOUSE,Amay,4540,375000,5,250,semi_equipped,False,True,True,0,True,0,1705,3,False,good,Liège,1500
3248,HOUSE,HOUSE,Stekene,9190,378000,3,170,hyper_equipped,False,True,True,20,True,0,595,4,False,good,Oost-Vlaanderen,2223.5294117647
3249,HOUSE,HOUSE,SINT-PIETERS-LEEUW,1600,379000,4,171,semi_equipped,False,True,False,0,True,0,972,3,False,to_be_done_up,Vlaams-Brabant,2216.3742690059
3250,HOUSE,HOUSE,LOKSBERGEN,3545,379000,5,221,installed,False,True,False,0,True,0,1250,4,False,good,Limburg,1714.9321266968
3251,HOUSE,HOUSE,Rixensart,1330,380000,4,238,usa_hyper_equipped,False,False,True,25,True,550,670,3,False,to_renovate,Brabant wallon,1596.6386554622
3252,HOUSE,HOUSE,KORTRIJK-DUTSEL,3220,380000,3,190,0,False,True,True,30,True,720,1020,4,False,to_renovate,Vlaams-Brabant,2000
3253,HOUSE,HOUSE,Wandre,4020,380000,4,147,0,False,False,True,44,True,676,836,4,False,to_be_done_up,Liège,2585.0340136055
3254,APARTMENT,APARTMENT,Awans,4340,224000,1,71,not_installed,False,True,True,10,False,0,0,4,False,0,Liège,3154.9295774648
3255,APARTMENT,APARTMENT,Awans,4340,228000,1,71,not_installed,False,True,True,10,False,0,0,4,False,0,Liège,3211.2676056338
3256,APARTMENT,APARTMENT,Booischot,2221,235000,1,75,installed,False,True,True,13,False,0,0,3,False,0,Antwerpen,3133.3333333333
3257,APARTMENT,APARTMENT,Awans,4340,253000,2,81,not_installed,False,True,True,10,False,0,0,4,False,0,Liège,3123.4567901235
3258,APARTMENT,APARTMENT,Awans,4340,261000,2,81,not_installed,False,True,True,10,False,0,0,4,False,0,Liège,3222.2222222222
3259,APARTMENT,APARTMENT,Awans,4340,280000,2,88,not_installed,False,True,True,15,False,0,0,4,False,0,Liège,3181.8181818182
3260,APARTMENT,APARTMENT,Awans,4340,285000,2,88,not_installed,False,True,True,15,False,0,0,4,False,0,Liège,3238.6363636364
3261,APARTMENT,APARTMENT,Lier,2500,303324,2,92,installed,False,True,True,12,False,0,0,2,False,0,Antwerpen,3297
3262,APARTMENT,APARTMENT,Awans,4340,304000,2,98,not_installed,False,True,True,14,False,0,0,4,False,0,Liège,3102.0408163265
3263,APARTMENT,APARTMENT,Awans,4340,309000,2,98,not_installed,False,True,True,16,False,0,0,4,False,0,Liège,3153.0612244898
3267,APARTMENT,GROUND_FLOOR,Woluwe-Saint-Pierre,1150,275000,1,92,0,False,False,False,0,True,40,0,2,False,to_be_done_up,Brussel,2989.1304347826
3268,APARTMENT,APARTMENT,Evere,1140,325000,1,76,usa_hyper_equipped,False,True,True,7,False,0,0,4,False,0,Brussel,4276.3157894737
3269,APARTMENT,APARTMENT,Evere,1140,375000,2,102,usa_hyper_equipped,False,True,True,18,False,0,0,4,False,0,Brussel,3676.4705882353
3270,APARTMENT,APARTMENT,Knokke-Heist,8300,2095000,3,97,usa_hyper_equipped,False,False,True,0,False,0,0,2,False,as_new,West-Vlaanderen,21597.9381443299
3271,APARTMENT,APARTMENT,De Haan,8420,125000,1,37,hyper_equipped,True,False,True,0,True,0,0,0,True,good,West-Vlaanderen,3378.3783783784
3272,APARTMENT,APARTMENT,Wondelgem,9032,260000,3,124,installed,False,False,False,0,False,0,0,3,False,good,Oost-Vlaanderen,2096.7741935484
3273,APARTMENT,APARTMENT,Ixelles,1050,505000,2,100,not_installed,False,True,False,0,False,0,0,2,False,as_new,Brussel,5050
3274,APARTMENT,APARTMENT,Uccle,1180,595000,3,135,installed,False,False,True,6,False,0,0,2,False,to_be_done_up,Brussel,4407.4074074074
3275,APARTMENT,FLAT_STUDIO,Evere,1140,169000,0,42,semi_equipped,False,False,True,0,False,0,0,2,False,good,Brussel,4023.8095238095
3276,APARTMENT,FLAT_STUDIO,Sint-Agatha-Berchem,1082,195000,0,40,usa_hyper_equipped,False,False,True,0,True,1500,0,2,False,0,Brussel,4875
3277,APARTMENT,APARTMENT,Forest,1190,215000,1,56,installed,False,True,True,2,False,0,0,2,False,good,Brussel,3839.2857142857
3278,APARTMENT,APARTMENT,Forest,1190,215000,1,56,hyper_equipped,False,False,True,2,False,0,0,2,False,to_renovate,Brussel,3839.2857142857
3283,HOUSE,MIXED_USE_BUILDING,Bruxelles,1000,385000,1,80,installed,False,False,False,0,False,0,27,2,False,good,Brussel,4812.5
3284,HOUSE,HOUSE,Theux,4910,385000,5,277,semi_equipped,False,False,False,0,True,1400,1750,3,False,to_be_done_up,Liège,1389.8916967509
3285,HOUSE,HOUSE,Beersel,1650,388000,4,139,installed,False,True,False,0,False,0,229,3,False,to_be_done_up,Vlaams-Brabant,2791.3669064748
3286,HOUSE,HOUSE,Leeuw-Saint-Pierre,1601,389000,4,148,usa_installed,False,True,True,32,True,180,350,2,False,as_new,Vlaams-Brabant,2628.3783783784
3287,HOUSE,HOUSE,Blankenberge,8370,389000,3,222,installed,True,True,True,17,False,0,111,2,False,good,West-Vlaanderen,1752.2522522523
3288,HOUSE,HOUSE,SINT-BRIXIUS-RODE,1860,390000,4,156,semi_equipped,False,True,True,0,False,0,638,3,False,to_be_done_up,Vlaams-Brabant,2500
3289,HOUSE,HOUSE,FLÉMALLE-HAUTE,4400,390000,4,240,not_installed,False,True,False,0,True,0,680,4,False,as_new,Liège,1625
3290,HOUSE,HOUSE,FLÉMALLE-HAUTE,4400,390000,4,240,not_installed,False,True,False,0,True,0,680,4,False,as_new,Liège,1625
3291,HOUSE,HOUSE,Merksem,2170,392500,5,125,installed,False,True,True,35,True,90,345,2,False,good,Antwerpen,3140
3292,HOUSE,HOUSE,Orp-Jauche,1350,395000,6,300,installed,False,False,True,0,True,1600,1750,3,False,good,Brabant wallon,1316.6666666667
3294,HOUSE,HOUSE,Chastre,1450,395000,4,158,installed,False,True,True,37,True,0,1018,4,False,good,Brabant wallon,2500
3296,HOUSE,HOUSE,Kapelle-op-den-Bos,1880,395000,4,175,installed,False,True,True,0,True,0,394,3,False,just_renovated,Vlaams-Brabant,2257.1428571429
3297,HOUSE,COUNTRY_COTTAGE,Soignies Casteau,7061,395000,5,206,installed,False,False,True,0,False,0,10602,4,False,to_be_done_up,Hainaut,1917.4757281553
3298,HOUSE,HOUSE,Ecaussinnes,7190,395000,6,240,semi_equipped,False,False,True,0,False,0,834,3,True,good,Hainaut,1645.8333333333
3299,HOUSE,HOUSE,Destelbergen,9070,395000,2,88,semi_equipped,False,True,False,0,False,0,203,2,False,just_renovated,Oost-Vlaanderen,4488.6363636364
3300,HOUSE,HOUSE,Nazareth,9810,395000,4,228,semi_equipped,False,True,False,0,True,715,1050,3,False,to_renovate,Oost-Vlaanderen,1732.4561403509
3301,HOUSE,HOUSE,Affligem,1790,398000,4,195,usa_hyper_equipped,False,False,True,0,True,630,654,3,False,as_new,Vlaams-Brabant,2041.0256410257
3302,HOUSE,HOUSE,Tessenderlo,3980,398000,3,278,semi_equipped,False,True,False,0,True,0,879,4,False,good,Limburg,1431.654676259
3303,HOUSE,HOUSE,CLERMONT,4890,398000,4,230,installed,False,True,False,0,True,0,1100,4,False,good,Liège,1730.4347826087
3304,HOUSE,MIXED_USE_BUILDING,Aalst,9300,398000,3,480,usa_installed,False,False,True,0,True,50,362,2,False,good,Oost-Vlaanderen,829.1666666667
3305,HOUSE,VILLA,Roosdaal,1760,398500,5,215,hyper_equipped,False,False,True,0,False,0,769,4,False,to_be_done_up,Vlaams-Brabant,1853.488372093
3306,HOUSE,HOUSE,Groot-Bijgaarden,1702,399000,4,185,0,False,True,False,0,True,130,1300,3,False,to_renovate,Vlaams-Brabant,2156.7567567568
3307,HOUSE,HOUSE,Wemmel,1780,399000,3,132,semi_equipped,False,True,False,0,True,0,175,2,False,good,Vlaams-Brabant,3022.7272727273
3308,HOUSE,HOUSE,REET,2840,399000,4,175,semi_equipped,False,True,False,0,True,0,778,3,False,to_be_done_up,Antwerpen,2280
3309,HOUSE,VILLA,Brecht,2960,399000,2,124,installed,False,True,False,0,True,351,485,4,False,good,Antwerpen,3217.7419354839
3310,HOUSE,HOUSE,Diest,3290,399000,4,231,installed,False,True,True,0,True,0,642,3,False,good,Vlaams-Brabant,1727.2727272727
3311,HOUSE,APARTMENT_BLOCK,Marche-en-Famenne,6900,399000,4,325,semi_equipped,False,True,True,47,False,0,310,2,False,to_renovate,Luxembourg,1227.6923076923
3312,HOUSE,HOUSE,Adegem,9991,399000,4,206,semi_equipped,False,True,True,0,False,0,5239,4,False,to_renovate,Oost-Vlaanderen,1936.8932038835
3313,APARTMENT,APARTMENT,Anderlecht,1070,450000,2,124,semi_equipped,False,False,False,0,True,25,0,2,False,as_new,Brussel,3629.0322580645
3317,APARTMENT,APARTMENT,Knokke-Heist,8300,895000,3,102,0,False,False,True,6,False,0,0,2,False,0,West-Vlaanderen,8774.5098039216
3318,APARTMENT,APARTMENT,Charleroi,6000,75000,1,45,semi_equipped,False,False,False,0,False,0,0,2,False,as_new,Hainaut,1666.6666666667
3319,APARTMENT,APARTMENT,De Haan,8420,75000,1,30,installed,False,False,True,0,False,0,0,0,False,good,West-Vlaanderen,2500
3320,APARTMENT,APARTMENT,Charleroi,6001,105000,3,95,installed,False,True,True,4,False,0,0,2,False,good,Hainaut,1105.2631578947
3321,APARTMENT,APARTMENT,Oostende,8400,125000,1,44,installed,False,False,False,0,False,0,0,0,False,good,West-Vlaanderen,2840.9090909091
3322,APARTMENT,APARTMENT,Oostende,8400,125000,1,78,installed,False,False,False,0,False,0,0,0,False,good,West-Vlaanderen,1602.5641025641
3323,APARTMENT,APARTMENT,Seraing,4100,129000,2,109,installed,False,False,True,24,False,0,0,0,False,good,Liège,1183.4862385321
3324,APARTMENT,APARTMENT,Oostende,8400,130000,1,35,installed,False,False,True,0,False,0,0,0,False,good,West-Vlaanderen,3714.2857142857
3326,APARTMENT,APARTMENT,Wenduine,8420,145000,2,48,semi_equipped,False,False,False,0,False,0,0,0,False,to_be_done_up,West-Vlaanderen,3020.8333333333
3327,APARTMENT,APARTMENT,SINT-JANS-MOLENBEEK,1080,149000,1,60,usa_semi_equipped,False,True,False,0,False,0,0,2,False,just_renovated,Brussel,2483.3333333333
3328,APARTMENT,APARTMENT,Liège,4020,149000,2,82,semi_equipped,False,True,False,0,False,0,0,2,False,good,Liège,1817.0731707317
3329,APARTMENT,APARTMENT,Seraing,4100,149000,3,171,installed,False,False,True,89,False,0,0,0,False,good,Liège,871.3450292398
3330,APARTMENT,APARTMENT,SAINT-SERVAIS,5002,158000,2,96,not_installed,False,True,False,0,False,0,0,3,False,good,Namur,1645.8333333333
3331,APARTMENT,APARTMENT,Liège,4020,159000,2,88,semi_equipped,False,True,False,0,False,0,0,2,False,good,Liège,1806.8181818182
3332,APARTMENT,APARTMENT,Ieper,8900,159000,2,85,installed,False,True,True,8,False,0,0,2,False,good,West-Vlaanderen,1870.5882352941
3333,APARTMENT,APARTMENT,Liège,4000,160000,1,65,semi_equipped,False,True,True,8,False,0,0,0,False,good,Liège,2461.5384615385
3335,APARTMENT,APARTMENT,Wevelgem,8560,165000,2,60,installed,False,False,False,0,False,0,0,0,False,good,West-Vlaanderen,2750
3336,APARTMENT,APARTMENT,Wetteren,9230,165000,1,65,not_installed,False,True,False,0,False,0,0,0,False,good,Oost-Vlaanderen,2538.4615384615
3337,APARTMENT,APARTMENT,Oostende,8400,167000,2,68,installed,False,False,True,0,False,0,0,0,False,good,West-Vlaanderen,2455.8823529412
3338,APARTMENT,FLAT_STUDIO,Brussels,1020,169000,0,42,hyper_equipped,True,False,True,4,False,0,0,1,False,good,Brussel,4023.8095238095
3339,APARTMENT,APARTMENT,De Haan,8420,169000,2,54,installed,False,False,True,0,False,0,0,0,False,good,West-Vlaanderen,3129.6296296296
3340,APARTMENT,APARTMENT,Dendermonde,9200,169900,2,88,semi_equipped,False,True,False,0,False,0,0,2,False,good,Oost-Vlaanderen,1930.6818181818
3341,APARTMENT,APARTMENT,Dendermonde,9200,169900,2,83,semi_equipped,False,True,False,0,False,0,0,2,False,good,Oost-Vlaanderen,2046.9879518072
3342,APARTMENT,APARTMENT,Herzele,9550,170000,2,68,not_installed,False,True,True,0,False,0,0,0,False,0,Oost-Vlaanderen,2500
3343,HOUSE,HOUSE,SINT-KATELIJNE-WAVER,2860,400000,3,178,installed,False,True,True,0,True,0,928,4,False,to_be_done_up,Antwerpen,2247.191011236
3344,HOUSE,HOUSE,Hannut Moxhe,4280,400000,3,215,0,False,False,True,0,True,2000,2406,3,True,good,Liège,1860.4651162791
3345,HOUSE,HOUSE,Herent,3020,409000,2,121,installed,False,True,True,0,True,0,363,3,False,good,Vlaams-Brabant,3380.1652892562
3346,HOUSE,HOUSE,Tienen,3300,410000,4,180,installed,False,True,True,18,False,0,0,2,False,good,Vlaams-Brabant,2277.7777777778
3347,HOUSE,HOUSE,Jette,1090,415000,4,180,installed,False,False,True,0,False,0,94,2,False,0,Brussel,2305.5555555556
3350,HOUSE,HOUSE,Mechelen,2800,415000,3,200,installed,False,True,False,0,False,0,165,2,False,good,Antwerpen,2075
3351,HOUSE,HOUSE,Bruxelles,1000,420000,2,102,usa_hyper_equipped,True,False,False,0,False,0,30,2,False,just_renovated,Brussel,4117.6470588235
3352,HOUSE,APARTMENT_BLOCK,Schaerbeek,1030,420000,7,263,usa_installed,False,False,True,0,True,1,180,2,False,to_be_done_up,Brussel,1596.958174905
3355,HOUSE,HOUSE,Durbuy,6940,420000,7,290,hyper_equipped,False,True,False,0,True,0,1300,4,False,0,Luxembourg,1448.275862069
3356,HOUSE,HOUSE,Lier,2500,425000,3,145,installed,False,True,True,20,True,60,170,3,False,just_renovated,Antwerpen,2931.0344827586
3357,HOUSE,HOUSE,Trooz,4870,425000,6,330,installed,False,False,False,0,True,10000,10207,4,False,to_renovate,Liège,1287.8787878788
3358,HOUSE,HOUSE,Laarne,9270,425000,3,170,not_installed,False,True,False,0,True,0,153,2,False,good,Oost-Vlaanderen,2500
3359,HOUSE,HOUSE,Mechelen,2800,427000,3,173,semi_equipped,False,True,True,0,True,105,307,3,False,to_be_done_up,Antwerpen,2468.2080924856
3360,HOUSE,HOUSE,Ternat,1740,429000,4,157,installed,False,True,True,0,True,0,472,3,False,good,Vlaams-Brabant,2732.4840764331
3361,HOUSE,HOUSE,Schoten,2900,429000,3,137,installed,False,False,True,0,True,55,107,2,False,just_renovated,Antwerpen,3131.3868613139
3362,HOUSE,HOUSE,DUDZELE,8380,435000,4,253,installed,False,True,False,0,False,0,424,4,False,good,West-Vlaanderen,1719.3675889328
3363,HOUSE,VILLA,Wielsbeke,8710,435000,3,250,installed,False,True,True,0,False,0,600,4,False,0,West-Vlaanderen,1740
3364,HOUSE,MIXED_USE_BUILDING,Asse,1730,440000,2,180,installed,False,False,True,3,False,0,167,2,False,as_new,Vlaams-Brabant,2444.4444444445
3365,HOUSE,HOUSE,Oud-Heverlee,3053,445000,3,132,semi_equipped,False,True,False,0,False,0,978,4,False,to_renovate,Vlaams-Brabant,3371.2121212121
3366,HOUSE,VILLA,TIHANGE,4500,445000,9,420,semi_equipped,False,True,True,60,True,6000,6345,4,False,to_renovate,Liège,1059.5238095238
3367,HOUSE,HOUSE,Rijkevorsel,2310,449000,4,249,0,False,False,False,0,False,0,1481,4,False,good,Antwerpen,1803.2128514056
3368,HOUSE,HOUSE,Rijkevorsel,2310,449000,5,227,0,False,False,False,0,False,0,1220,3,False,good,Antwerpen,1977.9735682819
3369,HOUSE,HOUSE,Hoegaarden,3320,449000,5,213,hyper_equipped,False,False,True,59,False,0,906,3,False,good,Vlaams-Brabant,2107.9812206573
3370,HOUSE,BUNGALOW,Bekkevoort,3460,449000,3,138,hyper_equipped,False,False,True,80,False,0,2156,4,False,just_renovated,Vlaams-Brabant,3253.6231884058
